bright_lavender,Bright Lavender,#bf94e4,228,148,191
bright_maroon,Bright Maroon,#c32148,72,33,195
bright_pink,Bright Pink,#ff007f,127,0,255
bright_turquoise,Bright Turquoise,#08e8de,222,232,8
bright_ube,Bright Ube,#d19fe8,232,159,209
brilliant_lavender,Brilliant Lavender,#f4bbff,255,187,244
brilliant_rose,Brilliant Rose,#ff55a3,163,85,255
brink_pink,Brink Pink,#fb607f,127,96,251
british_racing_green,British Racing Green,#004225,37,66,0
bronze,Bronze,#cd7f32,50,127,205
brown_traditional,Brown (Traditional),#964b00,0,75,150
brown_web,Brown (Web),#a52a2a,42,42,165
bubble_gum,Bubble Gum,#ffc1cc,204,193,255
bubbles,Bubbles,#e7feff,255,254,231
buff,Buff,#f0dc82,130,220,240
bulgarian_rose,Bulgarian Rose,#480607,7,6,72
burgundy,Burgundy,#800020,32,0,128
burlywood,Burlywood,#deb887,135,184,222
burnt_orange,Burnt Orange,#c50,0,85,204
burnt_sienna,Burnt Sienna,#e97451,81,116,233
burnt_umber,Burnt Umber,#8a3324,36,51,138
byzantine,Byzantine,#bd33a4,164,51,189
byzantium,Byzantium,#702963,99,41,112
cadet,Cadet,#536872,114,104,83
cadet_blue,Cadet Blue,#5f9ea0,160,158,95
cadet_grey,Cadet Grey,#91a3b0,176,163,145
cadmium_green,Cadmium Green,#006b3c,60,107,0
cadmium_orange,Cadmium Orange,#ed872d,45,135,237
cadmium_red,Cadmium Red,#e30022,34,0,227
cadmium_yellow,Cadmium Yellow,#fff600,0,246,255
caf_au_lait,Café Au Lait,#a67b5b,91,123,166
caf_noir,Café Noir,#4b3621,33,54,75
cal_poly_green,Cal Poly Green,#1e4d2b,43,77,30
cambridge_blue,Cambridge Blue,#a3c1ad,173,193,163
camel,Camel,#c19a6b,107,154,193
cameo_pink,Cameo Pink,#efbbcc,204,187,239
camouflage_green,Camouflage Green,#78866b,107,134,120
canary_yellow,Canary Yellow,#ffef00,0,239,255
candy_apple_red,Candy Apple Red,#ff0800,0,8,255
candy_pink,Candy Pink,#e4717a,122,113,228
capri,Capri,#00bfff,255,191,0
caput_mortuum,Caput Mortuum,#592720,32,39,89
cardinal,Cardinal,#c41e3a,58,30,196
caribbean_green,Caribbean Green,#0c9,153,204,0
carmine,Carmine,#960018,24,0,150
carmine_m_p,Carmine (M&P),#d70040,64,0,215
carmine_pink,Carmine Pink,#eb4c42,66,76,235
carmine_red,Carmine Red,#ff0038,56,0,255
carnation_pink,Carnation Pink,#ffa6c9,201,166,255
carnelian,Carnelian,#b31b1b,27,27,179
carolina_blue,Carolina Blue,#99badd,221,186,153
carrot_orange,Carrot Orange,#ed9121,33,145,237
catalina_blue,Catalina Blue,#062a78,120,42,6
ceil,Ceil,#92a1cf,207,161,146
celadon,Celadon,#ace1af,175,225,172
celadon_blue,Celadon Blue,#007ba7,167,123,0
celadon_green,Celadon Green,#2f847c,124,132,47
celeste_colour,Celeste (Colour),#b2ffff,255,255,178
celestial_blue,Celestial Blue,#4997d0,208,151,73
cerise,Cerise,#de3163,99,49,222
cerise_pink,Cerise Pink,#ec3b83,131,59,236
cerulean,Cerulean,#007ba7,167,123,0
cerulean_blue,Cerulean Blue,#2a52be,190,82,42
cerulean_frost,Cerulean Frost,#6d9bc3,195,155,109
cg_blue,Cg Blue,#007aa5,165,122,0
cg_red,Cg Red,#e03c31,49,60,224
chamoisee,Chamoisee,#a0785a,90,120,160
champagne,Champagne,#fad6a5,165,214,250
charcoal,Charcoal,#36454f,79,69,54
charm_pink,Charm Pink,#e68fac,172,143,230
chartreuse_traditional,Chartreuse (Traditional),#dfff00,0,255,223
chartreuse_web,Chartreuse (Web),#7fff00,0,255,127
cherry,Cherry,#de3163,99,49,222
cherry_blossom_pink,Cherry Blossom Pink,#ffb7c5,197,183,255
chestnut,Chestnut,#cd5c5c,92,92,205
china_pink,China Pink,#de6fa1,161,111,222
china_rose,China Rose,#a8516e,110,81,168
chinese_red,Chinese Red,#aa381e,30,56,170
chocolate_traditional,Chocolate (Traditional),#7b3f00,0,63,123
chocolate_web,Chocolate (Web),#d2691e,30,105,210
chrome_yellow,Chrome Yellow,#ffa700,0,167,255
cinereous,Cinereous,#98817b,123,129,152
cinnabar,Cinnabar,#e34234,52,66,227
cinnamon,Cinnamon,#d2691e,30,105,210
citrine,Citrine,#e4d00a,10,208,228
classic_rose,Classic Rose,#fbcce7,231,204,251
cobalt,Cobalt,#0047ab,171,71,0
cocoa_brown,Cocoa Brown,#d2691e,30,105,210
coffee,Coffee,#6f4e37,55,78,111
columbia_blue,Columbia Blue,#9bddff,255,221,155
congo_pink,Congo Pink,#f88379,121,131,248
cool_black,Cool Black,#002e63,99,46,0
cool_grey,Cool Grey,#8c92ac,172,146,140
copper,Copper,#b87333,51,115,184
copper_crayola,Copper (Crayola),#da8a67,103,138,218
copper_penny,Copper Penny,#ad6f69,105,111,173
copper_red,Copper Red,#cb6d51,81,109,203
copper_rose,Copper Rose,#966,102,102,153
coquelicot,Coquelicot,#ff3800,0,56,255
coral,Coral,#ff7f50,80,127,255
coral_pink,Coral Pink,#f88379,121,131,248
coral_red,Coral Red,#ff4040,64,64,255
cordovan,Cordovan,#893f45,69,63,137
corn,Corn,#fbec5d,93,236,251
cornell_red,Cornell Red,#b31b1b,27,27,179
cornflower_blue,Cornflower Blue,#6495ed,237,149,100
cornsilk,Cornsilk,#fff8dc,220,248,255
cosmic_latte,Cosmic Latte,#fff8e7,231,248,255
cotton_candy,Cotton Candy,#ffbcd9,217,188,255
cream,Cream,#fffdd0,208,253,255
crimson,Crimson,#dc143c,60,20,220
crimson_glory,Crimson Glory,#be0032,50,0,190
cyan,Cyan,#0ff,255,255,0
cyan_process,Cyan (Process),#00b7eb,235,183,0
daffodil,Daffodil,#ffff31,49,255,255
dandelion,Dandelion,#f0e130,48,225,240
dark_blue,Dark Blue,#00008b,139,0,0
dark_brown,Dark Brown,#654321,33,67,101
dark_byzantium,Dark Byzantium,#5d3954,84,57,93
dark_candy_apple_red,Dark Candy Apple Red,#a40000,0,0,164
dark_cerulean,Dark Cerulean,#08457e,126,69,8
dark_chestnut,Dark Chestnut,#986960,96,105,152
dark_coral,Dark Coral,#cd5b45,69,91,205
dark_cyan,Dark Cyan,#008b8b,139,139,0
dark_electric_blue,Dark Electric Blue,#536878,120,104,83
dark_goldenrod,Dark Goldenrod,#b8860b,11,134,184
dark_gray,Dark Gray,#a9a9a9,169,169,169
dark_green,Dark Green,#013220,32,50,1
dark_imperial_blue,Dark Imperial Blue,#00416a,106,65,0
dark_jungle_green,Dark Jungle Green,#1a2421,33,36,26
dark_khaki,Dark Khaki,#bdb76b,107,183,189
dark_lava,Dark Lava,#483c32,50,60,72
dark_lavender,Dark Lavender,#734f96,150,79,115
dark_magenta,Dark Magenta,#8b008b,139,0,139
dark_midnight_blue,Dark Midnight Blue,#036,102,51,0
dark_olive_green,Dark Olive Green,#556b2f,47,107,85
dark_orange,Dark Orange,#ff8c00,0,140,255
dark_orchid,Dark Orchid,#9932cc,204,50,153
dark_pastel_blue,Dark Pastel Blue,#779ecb,203,158,119
dark_pastel_green,Dark Pastel Green,#03c03c,60,192,3
dark_pastel_purple,Dark Pastel Purple,#966fd6,214,111,150
dark_pastel_red,Dark Pastel Red,#c23b22,34,59,194
dark_pink,Dark Pink,#e75480,128,84,231
dark_powder_blue,Dark Powder Blue,#039,153,51,0
dark_raspberry,Dark Raspberry,#872657,87,38,135
dark_red,Dark Red,#8b0000,0,0,139
dark_salmon,Dark Salmon,#e9967a,122,150,233
dark_scarlet,Dark Scarlet,#560319,25,3,86
dark_sea_green,Dark Sea Green,#8fbc8f,143,188,143
dark_sienna,Dark Sienna,#3c1414,20,20,60
dark_slate_blue,Dark Slate Blue,#483d8b,139,61,72
dark_slate_gray,Dark Slate Gray,#2f4f4f,79,79,47
dark_spring_green,Dark Spring Green,#177245,69,114,23
dark_tan,Dark Tan,#918151,81,129,145
dark_tangerine,Dark Tangerine,#ffa812,18,168,255
dark_taupe,Dark Taupe,#483c32,50,60,72
dark_terra_cotta,Dark Terra Cotta,#cc4e5c,92,78,204
dark_turquoise,Dark Turquoise,#00ced1,209,206,0
dark_violet,Dark Violet,#9400d3,211,0,148
dark_yellow,Dark Yellow,#9b870c,12,135,155
dartmouth_green,Dartmouth Green,#00703c,60,112,0
davy_s_grey,Davy'S Grey,#555,85,85,85
debian_red,Debian Red,#d70a53,83,10,215
deep_carmine,Deep Carmine,#a9203e,62,32,169
deep_carmine_pink,Deep Carmine Pink,#ef3038,56,48,239
deep_carrot_orange,Deep Carrot Orange,#e9692c,44,105,233
deep_cerise,Deep Cerise,#da3287,135,50,218
deep_champagne,Deep Champagne,#fad6a5,165,214,250
deep_chestnut,Deep Chestnut,#b94e48,72,78,185
deep_coffee,Deep Coffee,#704241,65,66,112
deep_fuchsia,Deep Fuchsia,#c154c1,193,84,193
deep_jungle_green,Deep Jungle Green,#004b49,73,75,0
deep_lilac,Deep Lilac,#95b,187,85,153
deep_magenta,Deep Magenta,#c0c,204,0,204
deep_peach,Deep Peach,#ffcba4,164,203,255
deep_pink,Deep Pink,#ff1493,147,20,255
deep_ruby,Deep Ruby,#843f5b,91,63,132
deep_saffron,Deep Saffron,#f93,51,153,255
deep_sky_blue,Deep Sky Blue,#00bfff,255,191,0
deep_tuscan_red,Deep Tuscan Red,#66424d,77,66,102
denim,Denim,#1560bd,189,96,21
desert,Desert,#c19a6b,107,154,193
desert_sand,Desert Sand,#edc9af,175,201,237
dim_gray,Dim Gray,#696969,105,105,105
dodger_blue,Dodger Blue,#1e90ff,255,144,30
dogwood_rose,Dogwood Rose,#d71868,104,24,215
dollar_bill,Dollar Bill,#85bb65,101,187,133
drab,Drab,#967117,23,113,150
duke_blue,Duke Blue,#00009c,156,0,0
earth_yellow,Earth Yellow,#e1a95f,95,169,225
ebony,Ebony,#555d50,80,93,85
ecru,Ecru,#c2b280,128,178,194
eggplant,Eggplant,#614051,81,64,97
eggshell,Eggshell,#f0ead6,214,234,240
egyptian_blue,Egyptian Blue,#1034a6,166,52,16
electric_blue,Electric Blue,#7df9ff,255,249,125
electric_crimson,Electric Crimson,#ff003f,63,0,255
electric_cyan,Electric Cyan,#0ff,255,255,0
electric_green,Electric Green,#0f0,0,255,0
electric_indigo,Electric Indigo,#6f00ff,255,0,111
electric_lavender,Electric Lavender,#f4bbff,255,187,244
electric_lime,Electric Lime,#cf0,0,255,204
electric_purple,Electric Purple,#bf00ff,255,0,191
electric_ultramarine,Electric Ultramarine,#3f00ff,255,0,63
electric_violet,Electric Violet,#8f00ff,255,0,143
electric_yellow,Electric Yellow,#ff0,0,255,255
emerald,Emerald,#50c878,120,200,80
english_lavender,English Lavender,#b48395,149,131,180
eton_blue,Eton Blue,#96c8a2,162,200,150
fallow,Fallow,#c19a6b,107,154,193
falu_red,Falu Red,#801818,24,24,128
fandango,Fandango,#b53389,137,51,181
fashion_fuchsia,Fashion Fuchsia,#f400a1,161,0,244
fawn,Fawn,#e5aa70,112,170,229
feldgrau,Feldgrau,#4d5d53,83,93,77
fern_green,Fern Green,#4f7942,66,121,79
ferrari_red,Ferrari Red,#ff2800,0,40,255
field_drab,Field Drab,#6c541e,30,84,108
fire_engine_red,Fire Engine Red,#ce2029,41,32,206
firebrick,Firebrick,#b22222,34,34,178
flame,Flame,#e25822,34,88,226
flamingo_pink,Flamingo Pink,#fc8eac,172,142,252
flavescent,Flavescent,#f7e98e,142,233,247
flax,Flax,#eedc82,130,220,238
floral_white,Floral White,#fffaf0,240,250,255
fluorescent_orange,Fluorescent Orange,#ffbf00,0,191,255
fluorescent_pink,Fluorescent Pink,#ff1493,147,20,255
fluorescent_yellow,Fluorescent Yellow,#cf0,0,255,204
folly,Folly,#ff004f,79,0,255
forest_green_traditional,Forest Green (Traditional),#014421,33,68,1
forest_green_web,Forest Green (Web),#228b22,34,139,34
french_beige,French Beige,#a67b5b,91,123,166
french_blue,French Blue,#0072bb,187,114,0
french_lilac,French Lilac,#86608e,142,96,134
french_lime,French Lime,#cf0,0,255,204
french_raspberry,French Raspberry,#c72c48,72,44,199
french_rose,French Rose,#f64a8a,138,74,246
fuchsia,Fuchsia,#f0f,255,0,255
fuchsia_crayola,Fuchsia (Crayola),#c154c1,193,84,193
fuchsia_pink,Fuchsia Pink,#f7f,255,119,255
fuchsia_rose,Fuchsia Rose,#c74375,117,67,199
fulvous,Fulvous,#e48400,0,132,228
fuzzy_wuzzy,Fuzzy Wuzzy,#c66,102,102,204
gainsboro,Gainsboro,#dcdcdc,220,220,220
gamboge,Gamboge,#e49b0f,15,155,228
ghost_white,Ghost White,#f8f8ff,255,248,248
ginger,Ginger,#b06500,0,101,176
glaucous,Glaucous,#6082b6,182,130,96
glitter,Glitter,#e6e8fa,250,232,230
gold_metallic,Gold (Metallic),#d4af37,55,175,212
gold_web_golden,Gold (Web) (Golden),#ffd700,0,215,255
golden_brown,Golden Brown,#996515,21,101,153
golden_poppy,Golden Poppy,#fcc200,0,194,252
golden_yellow,Golden Yellow,#ffdf00,0,223,255
goldenrod,Goldenrod,#daa520,32,165,218
granny_smith_apple,Granny Smith Apple,#a8e4a0,160,228,168
gray,Gray,#808080,128,128,128
gray_asparagus,Gray-Asparagus,#465945,69,89,70
gray_html_css_gray,Gray (Html/Css Gray),#808080,128,128,128
gray_x11_gray,Gray (X11 Gray),#bebebe,190,190,190
green_color_wheel_x11_green,Green (Color Wheel) (X11 Green),#0f0,0,255,0
green_crayola,Green (Crayola),#1cac78,120,172,28
green_html_css_green,Green (Html/Css Green),#008000,0,128,0
green_munsell,Green (Munsell),#00a877,119,168,0
green_ncs,Green (Ncs),#009f6b,107,159,0
green_pigment,Green (Pigment),#00a550,80,165,0
green_ryb,Green (Ryb),#66b032,50,176,102
green_yellow,Green-Yellow,#adff2f,47,255,173
grullo,Grullo,#a99a86,134,154,169
guppie_green,Guppie Green,#00ff7f,127,255,0
halay_be,Halayà úBe,#663854,84,56,102
han_blue,Han Blue,#446ccf,207,108,68
han_purple,Han Purple,#5218fa,250,24,82
hansa_yellow,Hansa Yellow,#e9d66b,107,214,233
harlequin,Harlequin,#3fff00,0,255,63
harvard_crimson,Harvard Crimson,#c90016,22,0,201
harvest_gold,Harvest Gold,#da9100,0,145,218
heart_gold,Heart Gold,#808000,0,128,128
heliotrope,Heliotrope,#df73ff,255,115,223
hollywood_cerise,Hollywood Cerise,#f400a1,161,0,244
honeydew,Honeydew,#f0fff0,240,255,240
honolulu_blue,Honolulu Blue,#007fbf,191,127,0
hooker_s_green,Hooker'S Green,#49796b,107,121,73
hot_magenta,Hot Magenta,#ff1dce,206,29,255
hot_pink,Hot Pink,#ff69b4,180,105,255
hunter_green,Hunter Green,#355e3b,59,94,53
iceberg,Iceberg,#71a6d2,210,166,113
icterine,Icterine,#fcf75e,94,247,252
imperial_blue,Imperial Blue,#002395,149,35,0
inchworm,Inchworm,#b2ec5d,93,236,178
india_green,India Green,#138808,8,136,19
indian_red,Indian Red,#cd5c5c,92,92,205
indian_yellow,Indian Yellow,#e3a857,87,168,227
indigo,Indigo,#6f00ff,255,0,111
indigo_dye,Indigo (Dye),#00416a,106,65,0
indigo_web,Indigo (Web),#4b0082,130,0,75
international_klein_blue,International Klein Blue,#002fa7,167,47,0
international_orange_aerospace,International Orange (Aerospace),#ff4f00,0,79,255
international_orange_engineering,International Orange (Engineering),#ba160c,12,22,186
international_orange_golden_gate_bridge,International Orange (Golden Gate Bridge),#c0362c,44,54,192
iris,Iris,#5a4fcf,207,79,90
isabelline,Isabelline,#f4f0ec,236,240,244
islamic_green,Islamic Green,#009000,0,144,0
ivory,Ivory,#fffff0,240,255,255
jade,Jade,#00a86b,107,168,0
jasmine,Jasmine,#f8de7e,126,222,248
jasper,Jasper,#d73b3e,62,59,215
jazzberry_jam,Jazzberry Jam,#a50b5e,94,11,165
jet,Jet,#343434,52,52,52
jonquil,Jonquil,#fada5e,94,218,250
june_bud,June Bud,#bdda57,87,218,189
jungle_green,Jungle Green,#29ab87,135,171,41
kelly_green,Kelly Green,#4cbb17,23,187,76
kenyan_copper,Kenyan Copper,#7c1c05,5,28,124
khaki_html_css_khaki,Khaki (Html/Css) (Khaki),#c3b091,145,176,195
khaki_x11_light_khaki,Khaki (X11) (Light Khaki),#f0e68c,140,230,240
ku_crimson,Ku Crimson,#e8000d,13,0,232
la_salle_green,La Salle Green,#087830,48,120,8
languid_lavender,Languid Lavender,#d6cadd,221,202,214
lapis_lazuli,Lapis Lazuli,#26619c,156,97,38
laser_lemon,Laser Lemon,#fefe22,34,254,254
laurel_green,Laurel Green,#a9ba9d,157,186,169
lava,Lava,#cf1020,32,16,207
lavender_blue,Lavender Blue,#ccf,255,204,204
lavender_blush,Lavender Blush,#fff0f5,245,240,255
lavender_floral,Lavender (Floral),#b57edc,220,126,181
lavender_gray,Lavender Gray,#c4c3d0,208,195,196
lavender_indigo,Lavender Indigo,#9457eb,235,87,148
lavender_magenta,Lavender Magenta,#ee82ee,238,130,238
lavender_mist,Lavender Mist,#e6e6fa,250,230,230
lavender_pink,Lavender Pink,#fbaed2,210,174,251
lavender_purple,Lavender Purple,#967bb6,182,123,150
lavender_rose,Lavender Rose,#fba0e3,227,160,251
lavender_web,Lavender (Web),#e6e6fa,250,230,230
lawn_green,Lawn Green,#7cfc00,0,252,124
lemon,Lemon,#fff700,0,247,255
lemon_chiffon,Lemon Chiffon,#fffacd,205,250,255
lemon_lime,Lemon Lime,#e3ff00,0,255,227
licorice,Licorice,#1a1110,16,17,26
light_apricot,Light Apricot,#fdd5b1,177,213,253
light_blue,Light Blue,#add8e6,230,216,173
light_brown,Light Brown,#b5651d,29,101,181
light_carmine_pink,Light Carmine Pink,#e66771,113,103,230
light_coral,Light Coral,#f08080,128,128,240
light_cornflower_blue,Light Cornflower Blue,#93ccea,234,204,147
light_crimson,Light Crimson,#f56991,145,105,245
light_cyan,Light Cyan,#e0ffff,255,255,224
light_fuchsia_pink,Light Fuchsia Pink,#f984ef,239,132,249
light_goldenrod_yellow,Light Goldenrod Yellow,#fafad2,210,250,250
light_gray,Light Gray,#d3d3d3,211,211,211
light_green,Light Green,#90ee90,144,238,144
light_khaki,Light Khaki,#f0e68c,140,230,240
light_pastel_purple,Light Pastel Purple,#b19cd9,217,156,177
light_pink,Light Pink,#ffb6c1,193,182,255
light_red_ochre,Light Red Ochre,#e97451,81,116,233
light_salmon,Light Salmon,#ffa07a,122,160,255
light_salmon_pink,Light Salmon Pink,#f99,153,153,255
light_sea_green,Light Sea Green,#20b2aa,170,178,32
light_sky_blue,Light Sky Blue,#87cefa,250,206,135
light_slate_gray,Light Slate Gray,#789,153,136,119
light_taupe,Light Taupe,#b38b6d,109,139,179
light_thulian_pink,Light Thulian Pink,#e68fac,172,143,230
light_yellow,Light Yellow,#ffffe0,224,255,255
lilac,Lilac,#c8a2c8,200,162,200
lime_color_wheel,Lime (Color Wheel),#bfff00,0,255,191
lime_green,Lime Green,#32cd32,50,205,50
lime_web_x11_green,Lime (Web) (X11 Green),#0f0,0,255,0
limerick,Limerick,#9dc209,9,194,157
lincoln_green,Lincoln Green,#195905,5,89,25
linen,Linen,#faf0e6,230,240,250
lion,Lion,#c19a6b,107,154,193
little_boy_blue,Little Boy Blue,#6ca0dc,220,160,108
liver,Liver,#534b4f,79,75,83
lust,Lust,#e62020,32,32,230
magenta,Magenta,#f0f,255,0,255
magenta_dye,Magenta (Dye),#ca1f7b,123,31,202
magenta_process,Magenta (Process),#ff0090,144,0,255
magic_mint,Magic Mint,#aaf0d1,209,240,170
magnolia,Magnolia,#f8f4ff,255,244,248
mahogany,Mahogany,#c04000,0,64,192
maize,Maize,#fbec5d,93,236,251
majorelle_blue,Majorelle Blue,#6050dc,220,80,96
malachite,Malachite,#0bda51,81,218,11
manatee,Manatee,#979aaa,170,154,151
mango_tango,Mango Tango,#ff8243,67,130,255
mantis,Mantis,#74c365,101,195,116
mardi_gras,Mardi Gras,#880085,133,0,136
maroon_crayola,Maroon (Crayola),#c32148,72,33,195
maroon_html_css,Maroon (Html/Css),#800000,0,0,128
maroon_x11,Maroon (X11),#b03060,96,48,176
mauve,Mauve,#e0b0ff,255,176,224
mauve_taupe,Mauve Taupe,#915f6d,109,95,145
mauvelous,Mauvelous,#ef98aa,170,152,239
maya_blue,Maya Blue,#73c2fb,251,194,115
meat_brown,Meat Brown,#e5b73b,59,183,229
medium_aquamarine,Medium Aquamarine,#6da,170,221,102
medium_blue,Medium Blue,#0000cd,205,0,0
medium_candy_apple_red,Medium Candy Apple Red,#e2062c,44,6,226
medium_carmine,Medium Carmine,#af4035,53,64,175
medium_champagne,Medium Champagne,#f3e5ab,171,229,243
medium_electric_blue,Medium Electric Blue,#035096,150,80,3
medium_jungle_green,Medium Jungle Green,#1c352d,45,53,28
medium_lavender_magenta,Medium Lavender Magenta,#dda0dd,221,160,221
medium_orchid,Medium Orchid,#ba55d3,211,85,186
medium_persian_blue,Medium Persian Blue,#0067a5,165,103,0
medium_purple,Medium Purple,#9370db,219,112,147
medium_red_violet,Medium Red-Violet,#bb3385,133,51,187
medium_ruby,Medium Ruby,#aa4069,105,64,170
medium_sea_green,Medium Sea Green,#3cb371,113,179,60
medium_slate_blue,Medium Slate Blue,#7b68ee,238,104,123
medium_spring_bud,Medium Spring Bud,#c9dc87,135,220,201
medium_spring_green,Medium Spring Green,#00fa9a,154,250,0
medium_taupe,Medium Taupe,#674c47,71,76,103
medium_turquoise,Medium Turquoise,#48d1cc,204,209,72
medium_tuscan_red,Medium Tuscan Red,#79443b,59,68,121
medium_vermilion,Medium Vermilion,#d9603b,59,96,217
medium_violet_red,Medium Violet-Red,#c71585,133,21,199
mellow_apricot,Mellow Apricot,#f8b878,120,184,248
mellow_yellow,Mellow Yellow,#f8de7e,126,222,248
melon,Melon,#fdbcb4,180,188,253
midnight_blue,Midnight Blue,#191970,112,25,25
midnight_green_eagle_green,Midnight Green (Eagle Green),#004953,83,73,0
mikado_yellow,Mikado Yellow,#ffc40c,12,196,255
mint,Mint,#3eb489,137,180,62
mint_cream,Mint Cream,#f5fffa,250,255,245
mint_green,Mint Green,#98ff98,152,255,152
misty_rose,Misty Rose,#ffe4e1,225,228,255
moccasin,Moccasin,#faebd7,215,235,250
mode_beige,Mode Beige,#967117,23,113,150
moonstone_blue,Moonstone Blue,#73a9c2,194,169,115
mordant_red_19,Mordant Red 19,#ae0c00,0,12,174
moss_green,Moss Green,#addfad,173,223,173
mountain_meadow,Mountain Meadow,#30ba8f,143,186,48
mountbatten_pink,Mountbatten Pink,#997a8d,141,122,153
msu_green,Msu Green,#18453b,59,69,24
mulberry,Mulberry,#c54b8c,140,75,197
mustard,Mustard,#ffdb58,88,219,255
myrtle,Myrtle,#21421e,30,66,33
nadeshiko_pink,Nadeshiko Pink,#f6adc6,198,173,246
napier_green,Napier Green,#2a8000,0,128,42
naples_yellow,Naples Yellow,#fada5e,94,218,250
navajo_white,Navajo White,#ffdead,173,222,255
navy_blue,Navy Blue,#000080,128,0,0
neon_carrot,Neon Carrot,#ffa343,67,163,255
neon_fuchsia,Neon Fuchsia,#fe4164,100,65,254
neon_green,Neon Green,#39ff14,20,255,57
new_york_pink,New York Pink,#d7837f,127,131,215
non_photo_blue,Non-Photo Blue,#a4dded,237,221,164
north_texas_green,North Texas Green,#059033,51,144,5
ocean_boat_blue,Ocean Boat Blue,#0077be,190,119,0
ochre,Ochre,#c72,34,119,204
